birthdate	sex	registration	user_id	race	old_user_id
1916-09-25		2023-05-07	249	unspecified	249
1929-10-07	F	2021-09-13	3163		1427
1976-09-13	F	2020-08-24	50	indian	50
		2021-05-09	3164		720
1943-10-30		2020-01-28	3165		1266
		2021-05-05	3166	asian	38
	F	2014-01-13	3167		1880
1959-04-21	F	2023-03-06	3168	unspecified	1235
1956-11-05		2017-04-21	1803	white	1803
		2019-02-15	3169		1351
1995-03-15		2019-10-04	675		675
	F	2014-05-29	3170	black	213
2023-09-16		2016-01-10	1814		1814
1989-10-20		2016-11-23	3171		16
		2018-12-26	3172		2091
1980-08-24	F	2014-11-29	2499		2499
1935-10-05		2019-09-16	1579		1579
1980-08-19	F	2016-12-30	3173		1801
2019-08-02		2015-11-30	652	white	652
2011-09-09	F	2017-07-24	100	black	100
	M	2023-06-28	693		693
1926-03-17		2016-09-10	694		694
2009-09-26	F	2020-10-10	3174	white	1344
1960-05-23		2022-01-24	3175		633
1910-05-31	M	2015-01-28	3176		978
1984-12-01	M	2023-01-05	3177		2103
	F	2015-02-20	3178	black	1247
		2014-10-13	590		590
1987-03-21		2016-12-20	572		572
1976-01-12	F	2019-12-24	13		13
		2017-02-12	927		927
	M	2021-04-12	3179		790
	F	2021-06-25	1018		1018
	F	2023-07-30	3180		547
	F	2015-07-29	1734		1734
	F	2021-03-01	3181		1913
		2014-03-28	3182	asian	1349
2020-07-08		2015-01-18	3183		416
	F	2014-04-30	3184	white	750
1973-11-11	F	2019-08-02	3185		798
		2018-11-27	392		392
1969-12-01		2022-05-29	2196		2196
1985-07-30		2019-10-03	3186		1127
1937-04-22	M	2020-11-23	911		911
2020-08-04		2020-08-17	3187		2426
	F	2019-07-04	3188		588
	F	2020-12-19	3189		1556
2005-08-10		2020-09-03	3190		1823
		2017-01-30	1746		1746
		2023-04-09	270		270
2022-07-28		2022-11-16	3191		466
1953-12-14	F	2016-09-05	3192	white	1576
1924-02-06		2022-12-18	1218		1218
	F	2017-12-09	3193		964
1997-07-27		2018-03-05	2139		2139
1971-08-14	F	2019-09-17	279		279
1934-08-12	F	2021-06-07	234		234
1913-11-09		2015-01-03	3194	unspecified	2321
1943-03-12		2019-01-01	3195		2220
1946-07-08	M	2014-09-08	3196		675
	M	2015-11-22	3197		1332
1979-08-21		2022-08-14	3198	unspecified	797
	F	2018-08-28	3199	unspecified	795
		2020-12-24	3200		1313
		2018-11-25	3201		926
	F	2014-04-01	891	unspecified	891
		2022-06-23	3202		1570
		2014-04-17	3203		2011
1970-09-11	M	2019-01-09	3204		1516
	M	2018-09-06	264		264
	F	2018-12-03	3205		2091
1919-05-10	M	2018-03-26	1791		1791
1942-08-12	F	2021-12-05	2288	black	2288
2019-04-27		2019-04-07	3206		1359
		2022-03-29	3207		1953
		2017-08-22	3208		1969
	F	2022-08-16	3209		1820
		2023-06-21	3210		1783
		2016-11-21	1868	unspecified	1868
	M	2013-09-27	185		185
	F	2014-10-26	3211		1359
		2021-05-13	467		467
1945-10-09		2020-06-14	3212		913
		2016-07-14	3213		476
2022-06-15		2019-06-21	1730		1730
1942-11-15	F	2016-10-30	3214	white	1141
1925-01-23		2020-06-09	1044		1044
1966-12-25	M	2019-01-18	1924		1924
2001-12-13	M	2016-01-03	1589		1589
	M	2017-02-26	3215		56
		2020-09-01	3216	indian	202
1985-04-16	F	2021-09-07	1376		1376
1909-06-03	M	2018-06-12	3217		2181
1918-03-21		2015-05-20	437		437
		2020-08-20	3218		2299
1954-03-19		2020-09-22	2061		2061
1958-06-09	F	2022-08-30	2361	indian	2361
		2020-03-06	3219	asian	1753
1931-11-28		2019-02-20	1130		1130
		2018-04-06	3220		299
1928-04-15	M	2022-06-30	1271		1271
		2020-04-07	3221		716
	F	2016-12-25	3222		734
1954-02-03	M	2016-05-27	3223		920
2004-10-24		2015-10-27	3224	indian	1074
1954-05-08		2020-09-08	593		593
1978-04-01		2018-09-15	1302		1302
	M	2015-06-10	121	white	121
1973-05-16		2013-11-22	1039		1039
1930-10-25	M	2023-05-07	819		819
1907-11-12		2020-09-15	1437		1437
1995-11-11	M	2015-01-27	3225		1321
1958-08-29	F	2018-03-09	3226		891
1955-12-22	F	2016-08-16	3227		467
1937-02-21	F	2021-08-18	3228		1581
	M	2014-09-24	3229		741
		2016-11-04	3230		1227
2008-08-11		2018-07-05	3231		762
1910-11-05		2018-03-29	1311		1311
1926-06-06		2014-07-15	2541		2541
1937-02-25	F	2017-09-15	3232		1893
1975-04-23	F	2017-03-29	3233		191
1931-02-06	F	2015-10-02	574		574
2012-08-15		2016-06-13	3234		1704
1998-06-28	M	2019-09-09	3235	white	155
1988-05-22	M	2014-01-29	40		40
1974-04-08		2017-04-01	984	indian	984
		2015-06-19	880		880
1941-11-26	F	2022-12-13	3236		1443
	F	2019-12-29	3237		118
	F	2019-09-16	130		130
2007-01-09	F	2015-05-09	3238		2569
1951-02-23		2015-01-22	1160	asian	1160
1927-10-02	F	2021-09-09	3239	black	61
	F	2019-05-23	1841		1841
1939-04-07		2017-03-31	3240		319
	F	2017-06-25	431		431
1962-10-02		2018-08-11	3241	black	1378
2017-11-28	F	2014-06-06	1498		1498
2004-05-28		2023-06-01	401	black	401
	F	2019-06-30	136		136
1921-10-15	M	2019-05-17	3242	asian	1496
	F	2022-07-24	624		624
	M	2017-10-26	324		324
	M	2015-03-10	393	white	393
1974-12-31	M	2022-11-16	3243		2252
	M	2023-05-22	3244		1423
1948-05-08	M	2014-06-14	442	white	442
1948-09-23	M	2014-04-08	3245		2220
1928-03-12	F	2018-10-21	3246		2212
	M	2015-07-09	591		591
	M	2023-07-04	1614		1614
1985-01-30	M	2020-12-08	1926		1926
	F	2016-09-29	1194		1194
1983-04-16		2018-02-10	1554		1554
	F	2017-03-25	3247		350
	F	2017-01-13	331		331
1945-10-31		2019-10-09	123		123
		2019-06-02	988		988
		2022-11-01	812		812
1995-01-26		2023-01-12	3248		2155
	F	2023-08-16	3249		2452
		2019-09-12	2422		2422
1923-07-12		2016-11-12	3250		690
2021-11-24	M	2020-08-18	3251		119
1973-06-20		2022-10-09	3252	black	1478
2006-08-06		2018-04-13	2430		2430
	M	2020-07-04	36		36
1927-03-04		2022-06-22	3253		2191
1917-01-14		2016-01-13	882		882
1914-04-25		2017-02-09	177		177
1929-05-23	M	2023-08-28	1896		1896
		2018-09-22	3254		2441
		2018-05-07	3255	indian	1558
1933-05-15	M	2020-10-08	3256		2306
2015-05-19		2021-06-15	1360		1360
2020-12-16	F	2018-04-12	3257		397
1947-09-23	M	2020-02-26	3258	black	1184
		2018-02-26	666		666
	M	2020-12-28	1275	indian	1275
	F	2017-05-22	1015		1015
	F	2015-08-31	3259	black	1209
		2015-01-29	659		659
1991-11-02	F	2020-07-10	3260		1780
1944-04-18		2014-02-27	3261	asian	2021
1916-10-15		2015-11-25	2152		2152
	F	2023-06-22	3262		919
1942-11-26		2019-03-29	3263		1232
		2020-09-28	421		421
1945-05-26		2022-01-02	2351		2351
1950-10-14		2021-08-22	3264		1790
1985-03-31	M	2020-04-19	1641	black	1641
1929-08-28	F	2022-04-03	3265		1651
1999-05-09		2017-08-17	3266		2110
1950-10-02	M	2021-03-09	380		380
2018-06-29		2022-03-27	3267		1922
1932-11-19	F	2018-01-01	3268		1968
		2020-08-05	1123	white	1123
	M	2014-12-16	3269		2411
2007-02-17	M	2021-01-24	1598		1598
2004-06-20	M	2014-08-22	190		190
	M	2018-04-30	426		426
		2021-04-19	3270		1327
		2014-11-17	197		197
		2019-07-15	3271		2102
2004-12-13	M	2022-10-10	1530		1530
		2018-10-11	3272		297
1954-10-16	F	2017-06-15	992		992
1936-10-28	F	2019-12-05	1959		1959
2003-02-06	F	2014-10-20	2394	white	2394
		2017-06-15	1428	asian	1428
1907-11-17		2015-12-16	1292		1292
1917-07-31		2016-04-05	3273		2006
1946-10-12		2016-03-03	3274		324
1968-04-20	M	2019-11-06	3275		2258
1949-11-29	M	2023-07-03	3276	asian	818
2016-01-23		2015-07-06	1992		1992
	F	2017-05-01	373		373
1959-01-22	M	2017-10-05	3277	asian	640
	F	2014-05-17	1722		1722
	M	2018-03-11	1353	asian	1353
2003-11-06		2016-08-26	3278		714
	F	2019-02-09	3279		2536
	M	2016-05-24	3280	unspecified	2256
	F	2018-01-04	3281		2500
1966-10-27		2021-09-14	2279	indian	2279
		2019-11-27	63		63
1994-09-11	F	2023-02-01	3282		2326
1910-07-24		2019-03-29	3283		1348
		2018-07-18	846		846
	F	2016-01-24	3284	white	1686
1919-06-11		2015-09-28	222		222
1971-02-02	M	2014-05-30	1967	white	1967
1915-01-08		2021-02-21	3285		1344
1927-04-23	M	2021-09-08	3286		1879
1987-08-30	F	2016-03-22	1072		1072
1932-12-07	M	2016-03-29	3287		136
	M	2013-11-21	1253	white	1253
1964-06-09	M	2013-11-09	1852	asian	1852
		2014-04-19	3288		1607
1980-09-21		2020-06-24	3289	black	657
1969-04-11	F	2018-01-11	3290	indian	1652
		2015-05-01	3291		1996
1924-05-24	M	2017-01-02	3292		522
		2020-04-27	315		315
	F	2019-02-26	1925	asian	1925
	M	2014-06-12	3293		1213
1972-04-24	F	2019-02-05	483		483
		2020-10-05	3294		1275
1944-10-12	M	2022-06-08	3295		3
	F	2013-12-18	3296		471
1968-04-11	F	2021-03-27	3297		2045
	M	2013-11-22	3298		1332
2021-02-01	F	2016-06-19	3299		2527
	M	2022-08-28	2221		2221
	F	2021-02-09	3300	indian	898
	M	2021-11-06	751		751
	M	2017-02-08	3301	asian	2400
2003-12-28	M	2019-03-06	553	black	553
1969-09-23	F	2014-11-16	1966		1966
1971-02-09		2014-08-09	3302		2176
1984-08-04	F	2016-04-05	3303		523
	F	2015-12-31	3304		762
1983-11-04	M	2014-09-21	160	black	160
1918-12-24		2019-09-03	2253	white	2253
	F	2020-08-30	1173		1173
		2015-01-25	2049		2049
1978-10-28	M	2019-08-20	1566		1566
2019-08-17	M	2014-07-21	3305		2130
		2023-01-22	3306		1216
		2014-10-12	1781		1781
	M	2015-05-18	3307		837
1926-04-10	F	2017-04-17	3308		1397
		2023-08-13	3309		2152
1973-11-24		2016-09-17	1456		1456
1909-05-18		2020-01-08	3310		435
	F	2016-05-14	298		298
1949-11-22		2021-11-26	3311		1797
1994-08-16		2015-09-13	614	indian	614
2017-10-16	M	2020-03-15	1197	asian	1197
1952-04-02		2018-02-03	3312		2063
1987-12-31	M	2020-04-02	3313	asian	249
	M	2016-07-26	1179		1179
1937-04-27		2018-12-18	3314		1723
1934-12-09		2013-11-17	3315	white	77
2016-10-11		2018-04-14	3316	white	1331
1920-06-03		2020-05-07	3317		2328
2006-10-09		2015-10-11	3318	white	1448
1989-11-07	F	2017-03-24	3319	unspecified	2297
		2014-04-07	2218	white	2218
		2017-05-05	3320		912
1963-01-07	F	2017-01-18	1093		1093
		2018-11-24	144	unspecified	144
1955-04-10	M	2013-12-28	3321		523
1967-05-03		2017-09-08	3322		2259
1910-07-26	M	2014-12-31	3323		282
	F	2015-10-02	3324		1848
1953-09-23		2021-06-17	1303	asian	1303
2022-01-15		2017-02-04	3325		1493
	M	2014-10-26	3326		514
1985-12-05	M	2017-04-12	3327		676
1925-10-28	F	2014-10-23	3328		1603
2002-11-19	F	2018-09-19	2534		2534
1960-09-10		2023-07-13	3329		1189
	M	2016-08-21	3330	unspecified	1047
1999-08-17	M	2018-04-16	3331	white	1941
	F	2014-10-02	184	black	184
	M	2018-09-29	3332	unspecified	1512
		2023-01-27	1053	asian	1053
	M	2015-06-24	1917		1917
	F	2016-02-22	3333	unspecified	1644
1985-11-22		2016-04-20	1789		1789
1956-02-07	F	2022-12-07	3334		55
		2022-02-02	3335		986
		2021-02-06	3336		2253
		2019-02-01	3337		1328
1970-12-13		2020-11-20	3338	asian	2530
1911-08-24	F	2019-04-29	641		641
1972-12-29	M	2015-02-08	3339		942
1938-12-23		2019-10-22	849	unspecified	849
2005-05-17		2018-12-19	3340		2310
	M	2022-10-19	2231		2231
	M	2016-08-29	842		842
1941-02-25	F	2016-11-03	3341		2128
1973-12-17		2023-02-14	3342		1896
		2018-07-22	2387		2387
		2021-08-05	3343		629
1975-05-29	M	2015-01-23	3344		554
2005-08-27		2018-01-15	1911		1911
2020-05-17	F	2020-04-30	3345		1603
		2019-09-26	3346		2111
	F	2019-07-27	3347	unspecified	774
2019-05-12	M	2016-07-06	371	black	371
2010-11-09	F	2018-10-05	2234	unspecified	2234
1932-07-17	F	2020-06-22	3348		720
1924-06-06	M	2022-12-16	3349		2352
1933-01-07		2023-07-02	495		495
1951-09-28		2014-02-01	854		854
1985-10-07		2015-05-18	3350		1260
	M	2016-01-10	1763		1763
1945-04-28		2019-05-27	1861		1861
		2021-01-29	3351		782
2014-12-26		2015-12-01	1808		1808
		2017-11-29	3352		1496
2014-11-17	F	2018-09-25	3353	indian	1337
		2016-12-05	3354		1444
1927-07-17	F	2021-08-16	3355		1273
1938-06-19	F	2020-12-18	2566		2566
1931-06-27		2023-05-16	386		386
		2020-12-25	1357		1357
1985-02-15		2019-11-04	3356		1287
	F	2017-01-22	3357	white	1192
		2014-06-19	3358	indian	1185
1969-10-14	F	2022-08-23	441		441
2003-06-01		2019-06-02	1071		1071
1919-08-26	F	2018-08-09	2283		2283
		2016-08-16	792		792
	M	2014-10-12	3359	indian	72
2009-07-07	F	2016-10-03	2264		2264
		2022-02-18	3360		1529
		2022-11-15	3361		1558
1941-12-24	F	2015-09-11	3362	white	397
		2015-08-02	1236		1236
	F	2016-08-07	3363	asian	1809
	M	2023-03-07	3364		2348
1922-05-30		2014-01-01	2285	white	2285
	M	2016-05-23	261		261
1977-11-28		2018-09-21	2315		2315
2019-07-13		2020-09-10	3365	unspecified	1993
2018-05-05		2014-12-02	524		524
	M	2017-11-22	539	black	539
2010-03-05	F	2021-05-26	1094		1094
	M	2022-04-06	1073		1073
1929-01-25	M	2017-06-27	3366	indian	2063
		2022-10-05	918		918
	M	2016-03-31	3367		2536
2008-09-12	M	2019-05-07	3368		1568
1955-01-31		2014-01-10	3369	white	1538
2009-10-17		2018-04-25	3370	unspecified	778
		2013-11-03	3371	unspecified	1216
	M	2018-07-15	2186		2186
	F	2017-01-26	3372		390
1932-11-13	M	2013-10-21	3373	asian	1334
	F	2023-02-23	3374	white	1448
1911-06-05	F	2017-02-15	3375		1408
1987-03-13	F	2017-07-17	1794	white	1794
	F	2019-10-29	917		917
	F	2018-04-07	3376		1601
		2022-11-29	3377		1334
1919-08-11		2015-09-20	3378	asian	150
1942-10-11	M	2020-08-07	3379		2055
1959-05-04	F	2021-01-04	1352	unspecified	1352
		2021-03-17	993		993
1992-12-15		2020-04-25	2316		2316
1922-07-18	M	2020-09-13	3380		213
1914-07-21		2015-06-28	3381		1219
1999-03-17		2015-02-03	3382		1714
		2016-08-03	1369	black	1369
1921-09-10		2017-03-24	2241	asian	2241
	F	2016-03-29	2115		2115
1980-01-05	M	2017-08-27	2189		2189
		2016-02-29	3383	black	851
1964-12-15		2015-12-16	3384		1235
	F	2016-12-08	2144		2144
1982-03-25		2018-03-27	3385		1001
		2021-01-17	1559	asian	1559
2012-06-11	M	2020-04-14	147		147
	M	2023-01-22	3386		1941
1909-12-18	F	2017-09-02	668		668
	F	2018-09-06	3387		2059
2016-11-13	F	2020-11-05	3388		1192
1931-04-06		2014-03-17	169	white	169
		2013-10-01	3389		814
1911-08-29	F	2013-10-09	1198		1198
	M	2021-08-14	3390		2126
1937-07-22		2023-04-14	1148		1148
1981-10-11		2020-08-25	3391		798
	M	2021-02-27	2470		2470
1962-12-03		2014-08-29	1176		1176
		2018-06-14	3392		1556
	M	2020-02-10	3393		2555
		2014-08-12	3394		2110
		2023-01-25	1466		1466
	F	2019-09-06	3395		854
1988-10-13		2016-12-13	864		864
1992-09-02		2022-09-22	1771	unspecified	1771
	M	2016-02-17	258	indian	258
		2022-07-19	3396		894
1954-10-05		2016-09-20	3397		1598
1930-04-13	M	2015-03-21	3398		872
1919-03-07	F	2016-09-16	3399		139
1934-09-27	M	2021-09-17	1026		1026
		2017-02-16	3400	indian	900
1981-06-23	F	2013-10-12	3401		973
	F	2014-03-28	3402		2295
		2015-09-26	3403		880
	M	2020-11-04	832	white	832
	M	2017-03-14	1474	black	1474
2001-10-26		2016-03-18	1336		1336
1984-12-04	M	2017-07-09	3404	indian	572
1918-01-02	M	2018-05-31	2039		2039
1987-09-26	M	2017-09-30	3405		870
1910-01-26		2022-03-25	646	unspecified	646
		2020-01-06	3406		37
1980-10-12		2022-02-07	183	black	183
1933-07-11	F	2015-06-12	3407		252
		2022-02-13	1243		1243
		2014-05-27	3408	white	2479
1920-09-15	M	2023-07-06	3409		1094
	M	2023-08-08	1978		1978
		2023-04-18	3410		1482
	F	2022-05-11	3411		1968
1973-01-15		2015-04-25	3412		617
1995-02-12	F	2015-09-09	181		181
1995-05-11	F	2018-10-10	3413		1568
		2017-10-05	3414	unspecified	80
1946-06-14	F	2017-08-28	3415	unspecified	1926
	F	2019-04-30	698	asian	698
1908-08-06		2019-07-02	859		859
2008-08-23		2013-12-20	1882		1882
		2022-03-20	3416		1274
		2021-06-09	3417	asian	1286
		2020-04-16	3418		716
		2016-05-16	1104		1104
	F	2016-01-10	3419	white	2305
2000-10-07		2021-11-29	1690		1690
	M	2017-07-23	511		511
1919-02-23		2020-10-10	3420	black	1434
1975-07-26	F	2020-11-15	1135		1135
1924-03-10		2023-08-22	3421	unspecified	586
1932-08-12	F	2015-06-19	228		228
		2014-06-16	3422		1533
1936-10-25	F	2016-06-28	618	unspecified	618
		2022-09-02	2138		2138
1941-07-09	F	2022-02-01	3423		1246
	M	2022-12-23	1697	indian	1697
	F	2018-11-21	3424		408
		2016-01-19	3425		146
		2019-04-26	3426	white	1672
	M	2021-09-14	3427		1827
2020-01-31		2023-05-08	1909	unspecified	1909
2004-05-10		2017-05-27	2192		2192
		2019-09-26	3428		2499
	M	2020-06-22	3429		903
1929-08-22	F	2018-11-06	3430		2219
		2021-08-24	3431	white	74
		2021-03-16	813		813
2002-02-18		2014-10-19	1112	unspecified	1112
1972-06-28	F	2020-10-21	3432		584
	F	2021-01-16	310		310
2012-02-14	M	2020-07-26	3433	asian	2479
1941-10-15		2022-11-22	508		508
1949-01-31	M	2021-11-03	3434		1633
		2014-05-02	2359	white	2359
		2014-04-09	102		102
1972-03-28		2018-04-17	3435	unspecified	1731
1995-07-25	M	2016-04-15	2286	indian	2286
		2023-09-13	395		395
1949-01-24	M	2018-02-28	3436		940
2006-01-28	M	2017-07-18	3437		2349
		2017-12-27	3438	asian	2055
	F	2019-01-03	3439	asian	1224
1926-04-22		2016-11-17	3440		2104
		2017-01-21	3441	unspecified	1828
2001-09-10	M	2019-05-06	3442		418
1915-06-09		2020-08-18	3443		2091
1994-12-28		2021-01-06	3444	black	2006
	M	2014-12-15	1252		1252
1971-02-27	M	2015-06-28	562	black	562
2023-09-18	F	2019-06-02	2118	unspecified	2118
1924-10-25		2014-10-20	2377		2377
		2022-08-28	2236	indian	2236
		2016-10-17	3445		1435
		2023-03-20	3446	white	86
	F	2023-06-06	610		610
	M	2022-05-10	1899		1899
		2021-10-25	3447		751
		2022-07-19	2077	white	2077
	F	2018-04-13	3448		395
1909-09-18		2014-02-07	3449		950
		2016-11-13	3450		569
1947-04-11	M	2022-07-10	3451	asian	2555
	M	2022-08-24	3452		2165
1960-02-28		2016-05-25	3453		62
		2020-09-03	3454	unspecified	450
1947-04-22	F	2019-07-24	1675		1675
1992-02-26	M	2018-11-12	3455		1244
1960-11-17	F	2015-08-07	243		243
	M	2015-02-08	3456		387
1996-05-28		2019-06-02	2287		2287
1945-08-14	M	2015-09-25	3457	white	2339
1987-11-12	F	2018-10-26	660		660
1914-07-10		2017-05-31	3458		2165
1995-07-09		2023-02-25	2167		2167
2000-12-26		2021-04-22	35		35
1937-12-01	F	2020-03-03	2085		2085
		2020-02-18	3459	white	2325
1999-12-23	F	2019-09-23	3460	black	499
	M	2020-07-08	294	white	294
1939-11-08	M	2019-03-24	3461		530
1949-07-30		2014-08-26	3462		817
1977-05-10		2016-09-02	3463	white	2400
	F	2018-05-26	3464		1984
	F	2016-05-18	3465		148
1926-12-29		2019-07-14	2501		2501
1996-05-13	F	2017-03-30	3466		155
	F	2015-06-08	3467		2434
	M	2021-04-24	3468		1769
2023-08-06		2020-06-29	1087	white	1087
	F	2013-12-18	1401		1401
2008-06-18	F	2022-06-13	3469	unspecified	2434
		2015-10-30	1057	unspecified	1057
1943-03-02	M	2018-12-01	3470		564
	F	2019-10-26	1839		1839
1920-06-01		2017-05-30	475	white	475
		2023-08-29	448		448
1931-06-10	F	2016-02-08	1772	black	1772
1915-06-01		2020-03-06	3471	unspecified	801
		2020-02-29	2202		2202
2017-01-26		2021-05-20	887		887
		2016-03-12	1099		1099
1989-06-04	M	2018-05-25	1740		1740
		2016-08-12	474	black	474
1998-03-31		2015-09-01	3472		1031
		2018-06-23	3473		2545
1944-09-07		2020-11-07	3474		1243
1942-06-20		2015-06-22	2057		2057
1952-06-14	M	2021-05-02	580		580
	F	2022-08-02	1980		1980
	M	2021-04-08	3475	white	2126
2016-10-26		2019-06-13	3476	unspecified	884
	M	2016-10-10	3477	asian	1264
	F	2021-08-01	113		113
		2020-03-19	3478		602
		2014-05-17	3479		795
	M	2021-08-05	3480		1812
1965-01-10		2019-01-06	3481	asian	890
1945-07-05		2017-08-14	3482	unspecified	1908
1916-09-19	M	2014-05-04	3483		1283
	F	2018-11-30	1054	unspecified	1054
1971-11-01	F	2013-12-20	3484	unspecified	419
	F	2020-01-19	3485		599
1940-03-30		2019-07-13	3486	asian	1478
1917-10-13	M	2021-01-03	3487		2251
2017-06-09		2020-07-21	996	unspecified	996
2017-12-10		2021-11-09	606	white	606
2015-05-21	F	2023-05-07	32		32
1936-04-19		2019-04-13	3488		1507
2022-12-13	F	2021-08-02	2185		2185
	M	2018-03-02	3489	white	480
1969-02-28	M	2016-08-08	1485	white	1485
		2022-04-23	2336		2336
1964-09-13	M	2014-10-05	1549		1549
1958-02-02	F	2020-08-02	3490		1215
		2021-11-04	3491		982
1962-09-12	F	2018-12-10	763		763
	M	2017-01-12	1726	asian	1726
1966-09-18		2020-08-25	3492		1412
1975-06-29		2019-12-21	2423		2423
1950-09-05		2020-06-01	994		994
1968-02-22	M	2020-08-21	1484	indian	1484
1916-05-28	F	2015-01-03	3493		180
1932-04-25		2022-05-12	3494		278
1994-04-30		2016-10-22	312		312
		2020-03-24	3495		1940
1961-11-16		2022-03-04	3496		1533
		2018-03-01	2076		2076
1967-02-05		2022-08-07	3497		122
1908-11-24		2015-04-07	3498	white	1215
1940-11-29		2018-09-02	3499		910
1958-09-29		2017-03-19	3500		1996
2010-03-13	M	2016-03-06	479		479
2013-11-18	M	2019-03-20	3501		1324
		2014-11-10	3502	black	792
1913-11-23		2017-03-29	3503	asian	929
		2014-07-28	3504		713
1953-08-26	M	2020-12-17	3505		1511
1941-03-15	F	2017-08-01	3506		1461
1950-08-11	F	2018-03-11	3507		762
1971-10-05		2018-01-31	3508		557
1922-11-14	F	2023-03-28	3509	white	2531
	F	2014-08-09	3510		2479
1936-06-12		2017-08-14	2156	black	2156
		2019-04-11	3511		1022
1957-03-24	F	2020-05-01	3512		2076
1933-01-23		2020-09-07	3513	black	127
1917-10-18	F	2022-08-17	1985	black	1985
		2014-02-21	1649		1649
1951-12-19		2017-02-09	3514	indian	2336
	M	2017-11-10	2393	black	2393
1910-03-03		2017-12-30	2019	white	2019
2023-02-20		2022-10-07	3515		693
1959-05-18	M	2021-07-21	3516		62
	M	2019-08-02	3517		584
1933-02-22	M	2022-01-24	3518	asian	823
1975-09-18	M	2015-07-27	3519		851
	F	2015-07-11	3520		651
	M	2015-02-07	938		938
		2020-06-20	779		779
1908-08-20		2018-02-21	729		729
1975-08-12		2019-02-21	3521		549
		2017-06-09	333		333
